"Classement","Title","Vidéo","Image de couverture","Référence groupe musculaire","Muscle cible","Position de depart","Mouvement","Intensite","Thème","serie","Contre-indication","Vidéos (Title)","Programmes-multireference","ID","Created Date","Updated Date","Owner"
4,"2.4 - Pompe à genoux mains écartées","wix:video://v1/796ff8_28febaf219d946a09e09ffefa868d561/33.%20Pompe%20sur%20les%20pieds%20avec%20mains%20%C3%A9cart%C3%A9s.mp4#posterUri=796ff8_28febaf219d946a09e09ffefa868d561f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_ee78ea1ac92c45c4bd660ae090219585~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.16.33.png#originWidth=2142&originHeight=1192",,"<p class=""font_8"">pectoraux, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A quatre pattes, les mains plus larges que les épaules et les genoux à 45°.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre le buste en fléchissant les deux coudes et rapprocher le visage du sol.</p></li>
  <li><p class=""font_8"">Puis remonter les bras tendus sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>3x 12 </strong>répétitions</p>","<p class=""font_8"">Douleurs épaules</p>","/videos/2.4---pompe-%C3%A0-genoux-mains-%C3%A9cart%C3%A9es","[""276c779d-e8a1-4272-b9b6-a9eff2f2c73d""]","94dd70e9-644f-4729-9b0d-7144993b4de2",2024-02-13T21:07:07Z,2024-02-16T07:24:23Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
2,"Presse à cuisse incliné","wix:video://v1/bf2cdd_e1a101b2b91742a88e82ced67a5d9d07/2.%20Fessier%20Jambe%20presse%20%C3%A0%20cuisse%20inclin%C3%A9%20(2).mp4#posterUri=bf2cdd_e1a101b2b91742a88e82ced67a5d9d07f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_5e9d2e59235b42f8b3b73749f0d8640c~mv2.png/Machine_2.png#originWidth=2409&originHeight=1232","0bf221d1-ef71-4b55-bbab-98af50c1c6bf","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Assis et le dos contre le siège.</p></li>
  <li><p class=""font_8"">Pieds largeur des épaules sur le haut du plateau.</p></li>
  <li><p class=""font_8"">Les jambes sont tendues et les genoux souples.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre le siège vers le plateau en fléchissant les genoux jusqu’à faire un angle de 90°.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Fessier"",""Jambe""]","<p class=""font_8""><strong>3x 12</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/presse-%C3%A0-cuisse-inclin%C3%A9",,"95fb137c-027c-420f-b1c8-fa88d69ef759",2024-02-13T15:28:14Z,2024-02-14T10:58:00Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
3,"Tirage assis à la poulie basse","wix:video://v1/587a53_7ba16bde2cee42a6821a9a5b8d039b41/3.%20Tirage%20assis%20%C3%A0%20la%20poulie%20basse.mp4#posterUri=587a53_7ba16bde2cee42a6821a9a5b8d039b41f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_c30fe2a979294b4e89617e5be6362b20~mv2.png/3.png#originWidth=2358&originHeight=1197","b046fccd-0996-438e-a013-1c0582cd4a60","<p class=""font_8"">Grand dorsal, biceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Assis sur le banc avec la courbe du dos neutre.</p></li>
  <li><p class=""font_8"">Jambes tendues avec une petite flexion des genoux.</p></li>
  <li><p class=""font_8"">Bras tendus vers l’avant.</p></li>
  <li><p class=""font_8"">Les deux pieds sur le plateau.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer la barre vers le nombril et ouvrir la poitrine.</p></li>
  <li><p class=""font_8"">Revenir les bras tendus sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Tirage""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/tirage-assis-%C3%A0-la-poulie-basse",,"96e8cee3-ba64-4265-a139-ea6abfad1ce2",2024-02-13T19:26:33Z,2024-04-05T09:22:19Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
5,"1.5 - Gainage oblique au sol sur les genoux","wix:video://v1/796ff8_cc46f1c32b1649f786d66e3a3cae5348/25.%20Gainage%20oblique%20au%20sol%20sur%20les%20genoux%20%20F%20%20%20x.mp4#posterUri=796ff8_cc46f1c32b1649f786d66e3a3cae5348f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_2f403ba41f514594b82ee8bcde5263b2~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.11.25.png#originWidth=2144&originHeight=1194",,"<p class=""font_8"">Obliques et épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Coude et épaule alignés en appui sur les genoux.</p></li>
  <li><p class=""font_8"">Tête dans le prolongement de la colonne.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">Genoux fléchis.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Maintenir la position en contractant un peu les abdominaux.</p></li>
  <li><p class=""font_8"">Inspirer avec le nez et expirer avec la bouche.</p></li>
</ol>","[""Tout niveau""]","[""Abdominaux""]","<p class=""font_8""><strong>1x 30 à 60</strong> secondes.</p>","<p class=""font_8"">Aucune</p>","/videos/1.5---gainage-oblique-au-sol-sur-les-genoux","[""2a974ea6-6745-4021-a86e-878a844c9360""]","9701f4d2-5a22-423f-9e06-4da0d1834959",2024-02-13T20:21:15Z,2024-02-16T07:14:58Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
20,"Triceps dips genoux fléchis","wix:video://v1/bf2cdd_61f27d2b6653462c91b443afbb55c2fb/20.%20Dips%20genoux%20fl%C3%A9chit.mp4#posterUri=bf2cdd_61f27d2b6653462c91b443afbb55c2fbf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_85046d555d58496e9c0c8360f511ca01~mv2.png/Triceps_20.png#originWidth=2368&originHeight=1320","80aca233-c8c6-4da5-88c7-70001ba70723","<p class=""font_8"">Triceps, épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Les mains sur le banc légèrement plus large que les épaules.</p></li>
  <li><p class=""font_8"">Les coudes fléchis à 90°.</p></li>
  <li><p class=""font_8"">Le corps près du banc.</p></li>
  <li><p class=""font_8"">Les genoux fléchis.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre les bras sans bloquer les coudes, en restant près du banc.</p></li>
  <li><p class=""font_8"">Revenir lentement en fléchissant le coude à 90° sans monter les épaules.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Triceps""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">épicondylite, épaule</p>","/videos/triceps-dips-genoux-fl%C3%A9chis",,"97189c6f-e680-4ea5-9a01-2cc38b0ef38d",2024-02-13T08:48:11Z,2024-02-14T17:09:33Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
19,"Dos unilatéral à genoux au sol","wix:video://v1/bf2cdd_fb984705cb4c4d9aa456a9a0210f2a49/19.%20dos%20unilat%C3%A9ral%20%C3%A0%20genoux%20%20au%20sol%20(1).mp4#posterUri=bf2cdd_fb984705cb4c4d9aa456a9a0210f2a49f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_9daeb8d3dd674ce3ab7e2ffd6be7f636~mv2.png/Stretch_19.png#originWidth=2379&originHeight=1333","e452a943-d77f-478d-98f2-b40c593b9172","<p class=""font_8"">Dos</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A genoux, l’épaule gauche au sol.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Pousser le bras gauche et faire glisser légèrement l’épaule vers le côté droit.</p></li>
  <li><p class=""font_8"">Gonfler le ventre à chaque inspiration et vider l’air des poumons à chaque expiration.</p></li>
  <li><p class=""font_8"">Faire la même chose avec l’autre côté.</p></li>
</ol>","[""Tout niveau""]","[""Dos""]","<p class=""font_8"">Maintenir <strong>1 minute et plus</strong>.</p>","<p class=""font_8"">aucune</p>","/videos/dos-unilat%C3%A9ral-%C3%A0-genoux-au-sol",,"988143b9-1a0d-4868-9ea2-7ea40c53cf27",2024-02-13T09:17:35Z,2024-02-16T19:50:48Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
7,"Fente pied avant sur le step + haltère","wix:video://v1/bf2cdd_667a3029f74547e8b9fa45d37fa744fc/7.%20Fente%20pied%20avant%20step%20+%20halt%C3%A8re%20H%20(1).mp4#posterUri=bf2cdd_667a3029f74547e8b9fa45d37fa744fcf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_04da2400f1be4a8090610d92398bfd7b~mv2.png/7.png#originWidth=2385&originHeight=1322","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Pied avant sur le step.</p></li>
  <li><p class=""font_8"">Aligner le genou de la jambe avant sous la cheville.</p></li>
  <li><p class=""font_8"">Le genou de la jambe arrière est fléchit et la jambe relâchée.</p></li>
  <li><p class=""font_8"">Haltères aux mains.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Transférer le poids du corps sur la jambe avant.</p></li>
  <li><p class=""font_8"">Descendre en poussant légèrement le fessier vers l’arrière.</p></li>
  <li><p class=""font_8"">Amener l’arrière cuisse de la jambe avant parallèlement au sol au maximum.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer le genou et en maintenant l’axe genou-cheville.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Fente""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux</p>
<p class=""font_8""><br></p>","/videos/fente-pied-avant-sur-le-step-%2B-halt%C3%A8re",,"9898ba1e-5fa4-4e10-866e-c22d13566239",2024-02-25T12:34:30Z,2024-02-25T18:56:35Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
35,"Squat avec poids du corps","wix:video://v1/796ff8_07902eccf363484486daaab274a59e43/35.%20Squat%20poid%20du%20corps%20F.mp4#posterUri=796ff8_07902eccf363484486daaab274a59e43f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_207dced6e2464d4abe79b4f58a070c58~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20002624.png#originWidth=1907&originHeight=1000","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, pieds parallèles largeur des épaules</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.</p></li>
  <li><p class=""font_8"">Les genoux peuvent avancer jusqu’à la pointe des pieds.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au sol.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Débutant""]","[""Squat""]","<p class=""font_8""><strong>3x12</strong> répétitions</p>","<p class=""font_8"">aucune</p>
<p class=""font_8""><br></p>","/videos/squat-avec-poids-du-corps",,"992ed726-f34b-4d0d-8b2f-5f5fe86545f8",2024-02-05T10:00:28Z,2024-02-22T10:42:51Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
,,,,,,,,,,,,,,"9986965d-3ea9-4860-94c3-8441f8542f11",2024-02-13T19:00:58Z,2024-02-13T19:00:58Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
57,"Oiseau position de squat + haltère","wix:video://v1/bf2cdd_d395e51f6c044277aff310c75c2a3d15/57.%20Oiseau%20position%20de%20squat%20(1).mp4#posterUri=bf2cdd_d395e51f6c044277aff310c75c2a3d15f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_a41a5491a8994863aab5745b2727afca~mv2.png/57.png#originWidth=2366&originHeight=1244","b046fccd-0996-438e-a013-1c0582cd4a60","<p class=""font_8"">Haut du dos, épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Pieds largeur des épaules.</p></li>
  <li><p class=""font_8"">Genoux fléchit et le dos penché en avant à partir des hanches.</p></li>
  <li><p class=""font_8"">La courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">La tête dans le prolongement de la colonne.</p></li>
  <li><p class=""font_8"">Les bras tendus le long du corps.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Soulever les haltères sur le côté jusqu’à ce qu’ils soient parallèles au sol.</p></li>
  <li><p class=""font_8"">Serrer les omoplates et garder les coudes souples.</p></li>
  <li><p class=""font_8"">Revenir lentement sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Oiseau""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">épaule</p>","/videos/oiseau-position-de-squat-%2B-halt%C3%A8re",,"9a03d5c4-4901-4ba5-af9a-a45d17771f1e",2024-02-13T19:27:02Z,2024-02-16T19:59:46Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
15,"Extension de hanche à quatre pattes genoux fléchis ","wix:video://v1/bf2cdd_130b9864e55d4d1f9e6e7485c460bfcd/15.%20Extension%20de%20hanche%20%C3%A0%20quatre%20pattes%20genoux%20fl%C3%A9chis%20et%20%C3%A9lastique%20bande.mp4#posterUri=bf2cdd_130b9864e55d4d1f9e6e7485c460bfcdf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_627a95fca23246c984229ee7dea1dce0~mv2.png/Bande_15.png#originWidth=1961&originHeight=1310","85c8b439-1157-4d08-8158-485e4dd5ca85","<p class=""font_8"">Fessier, épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A quatre pattes, les mains sont en appui au sol et plus large que l’axe des épaules.</p></li>
  <li><p class=""font_8"">Genoux et hanche forme un angle de 90°.</p></li>
  <li><p class=""font_8"">Elastique band autour et au-dessus des genoux.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter le talon vers le plafond en maintenant le genou fléchit.</p></li>
  <li><p class=""font_8"">Puis revenir en position de départ sans poser le genou au sol.</p></li>
  <li><p class=""font_8"">Expirer lors de la montée et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Extension""]","<p class=""font_8""><strong>3x 15 </strong>répétitions</p>","<p class=""font_8"">dos</p>","/videos/extension-de-hanche-%C3%A0-quatre-pattes-genoux-fl%C3%A9chis-",,"9a047c5b-2ca3-4d5a-a707-f54c26b5d7bb",2024-02-13T18:29:54Z,2024-02-16T19:49:40Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
6,"5.6 - Gainage planche sur les pieds","wix:video://v1/796ff8_ef2917ddb7fe4770bd5df5295feaa510/46.%20Gainage%20planche%20sur%20les%20pieds%20H%20%20%20%20x%20(2).mp4#posterUri=796ff8_ef2917ddb7fe4770bd5df5295feaa510f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_ba7d704892b9473286ddd3e24a300b68~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.37.14.png#originWidth=2144&originHeight=1200",,"<p class=""font_8"">Transverse, épaule.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Coude et épaule alignés en appuie sur les avant-bras et les pieds.</p></li>
  <li><p class=""font_8"">Tête dans le prolongement de la colonne.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Maintenir la position en contractant un peu les abdominaux.</p></li>
  <li><p class=""font_8"">Maintenir le bassin statique et à la même hauteur durant l’exercice.</p></li>
  <li><p class=""font_8"">Inspirer avec le nez et expirer avec la bouche.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Cuisse""]","<p class=""font_8""><strong>3x 30 à 60 </strong>secondes</p>","<p class=""font_8"">problème cardio vasculaire</p>","/videos/5.6---gainage-planche-sur-les-pieds","[""ab6f8847-acea-4ef6-b688-987c75fd053b""]","9bd87c00-8c8f-4d17-95c5-3435b6e0c873",2024-02-13T23:59:53Z,2024-02-16T08:15:58Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
4,"DV couché banc + barre libre","wix:video://v1/bf2cdd_8b141fb34b0a4c3fa04be868bbc15ab9/4.%20DV%20couch%C3%A9%20banc%20+%20barre%20libre%20%20(1).mp4#posterUri=bf2cdd_8b141fb34b0a4c3fa04be868bbc15ab9f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_babe95890ec142f0bf26cc93d1c202cc~mv2.png/4.png#originWidth=2360&originHeight=1309","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le banc, courbe lombaire neutre et les pieds ancrés au sol.</p></li>
  <li><p class=""font_8"">Les bras tendus avec la barre à hauteur du haut de la poitrine.</p></li>
  <li><p class=""font_8"">Prise de la barre large.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre la barre sur le haut de la poitrine en fléchissant les coudes.</p></li>
  <li><p class=""font_8"">Remonter la barre bras tendu sans bloquer les coudes à hauteur du haut de la poitrine.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Développé""]","<p class=""font_8""><strong>3x15 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/dv-couch%C3%A9-banc-%2B-barre-libre",,"9c3bbf11-1818-4ef0-845a-3e78b290dafb",2024-02-16T08:52:06Z,2024-02-16T10:54:18Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
10,"Elévation frontale en appui sur le ballon + haltère","wix:video://v1/bf2cdd_02f23cb23795415f9f17d015fe54870a/10.%20El%C3%A9vation%20frontale%20en%20appui%20sur%20le%20ballon%20+%20halt%C3%A8re%20(1).mp4#posterUri=bf2cdd_02f23cb23795415f9f17d015fe54870af000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_f9da6d48bab746b497d71c8a20feb67d~mv2.png/Epaule_10.png#originWidth=2372&originHeight=1313","cea3c21b-9f4f-4cab-b39a-cdd91f40291a","<p class=""font_8"">épaules, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le côté et en appui sur le ballon.</p></li>
  <li><p class=""font_8"">Le bras tendu vers le bas et l’autre bras en maintient main au sol.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter le bras à hauteur de l’épaules et pas plus&nbsp;!</p></li>
  <li><p class=""font_8"">Revenir en maintenant les bras tendus sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Elévation""]","<p class=""font_8""><strong>3x15 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/el%C3%A9vation-frontale-en-appui-sur-le-ballon-%2B-halt%C3%A8re",,"9cc9461c-0b8d-40cc-a3d8-0b910a16a457",2024-02-13T19:00:53Z,2024-02-14T16:42:33Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
6,"3.6 - Pullover couché au sol + haltère","wix:video://v1/796ff8_829bf40e0fb647dd892795a415ebfee5/15.1%20Butterfly%20couch%C3%A9%20sol.mp4#posterUri=796ff8_829bf40e0fb647dd892795a415ebfee5f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_a838c65ed5b74b86998f4bd8d685bad3~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.30.06.png#originWidth=2150&originHeight=1188",,"<p class=""font_8"">pectoraux, épaules, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché au sol, les genoux fléchis. &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p></li>
  <li><p class=""font_8"">Les bras tendus avec l’haltère à hauteur du haut de la poitrine.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre les bras tendus derrière la tête sans bloquer les coudes à hauteur des oreilles. &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p></li>
  <li><p class=""font_8"">Puis remonter les bras tendus vers l’avant, à hauteur des côtes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">Douleurs épaules</p>","/videos/3.6---pullover-couch%C3%A9-au-sol-%2B-halt%C3%A8re","[""ab540922-0112-40ed-8fb8-be03b235758a""]","9dd6abd9-4642-4417-a4dc-465f47c128b0",2024-02-13T23:08:14Z,2024-02-16T08:11:36Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
,,,,,,,,,,,,,,"9dd7ff11-99e6-4e4f-a8c7-e0c924da5947",2024-03-04T21:49:03Z,2024-03-04T21:49:03Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
28,"Pullover couché ballon + pieds banc + haltère","wix:video://v1/bf2cdd_afbdd9b10dea4a03943fba12a39a8095/28.%20Pullover%20couch%C3%A9%20ballon%20+%20pieds%20banc%20+%20halt%C3%A8re%20(1).mp4#posterUri=bf2cdd_afbdd9b10dea4a03943fba12a39a8095f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_3df16b8e0d8a40f1a0603a83abd0d95f~mv2.png/28.png#originWidth=2369&originHeight=1329","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, épaules, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">La tête et les omoplates en appui sur le ballon, le bassin décollé, les pieds sur le banc.</p></li>
  <li><p class=""font_8"">Les bras tendus avec les haltères à hauteur du haut de la poitrine.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre les bras tendus derrière la tête sans bloquer les coudes à hauteur des oreilles.</p></li>
  <li><p class=""font_8"">Puis remonter les bras tendus vers l’avant, à hauteur des côtes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Avancé""]","[""Pullover""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule, dos</p>","/videos/pullover-couch%C3%A9-ballon-%2B-pieds-banc-%2B-halt%C3%A8re",,"9e444402-8e5a-492d-ae09-e2e487597686",2024-02-25T11:47:17Z,2024-02-25T19:14:17Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
